Survey year,Unitid,Institution name,Campus ID, Campus Name,Institution Size,Murder/Non-negligent manslaughter,Negligent manslaughter,Sex offenses - Forcible,Rape,Fondling,Sex offenses - Non-forcible,Incest,Statutory rape,Robbery,Aggravated assault,Burglary,Motor vehicle theft,Arson
2006,236744,Stylemaster College of Hair Design,1,Main Campus,33,0,0,0,,,0,,,0,0,0,0,0
2006,236753,Tacoma Community College,1,Tacoma Community College,5773,0,0,1,,,0,,,0,1,0,12,0
2006,235167,The Evergreen State College,1,Main Campus,4416,0,0,0,,,0,,,0,0,11,1,0
2006,441131,The Seattle School of Theology & Psychology,1,The Seattle School of Theology & Psychology Main Campus,227,0,0,0,,,0,,,0,0,0,0,0
2006,235352,Toni & Guy Hairdressing Academy-Shoreline,1,Evergreen Beauty College - Shoreline,68,0,0,0,,,0,,,0,0,0,0,0
2006,236328,University of Puget Sound,1,Main Campus,2797,0,0,1,,,0,,,1,1,11,8,0
2006,377555,University of Washington-Bothell Campus,1,Bothell Campus,1678,0,0,0,,,0,,,0,0,0,0,0
2006,236948,University of Washington-Seattle Campus,1,Main Campus,39524,0,0,2,,,0,,,2,4,87,31,4
2006,377564,University of Washington-Tacoma Campus,1,Tacoma Campus,2292,0,0,0,,,0,,,0,0,3,0,0
2006,236887,Walla Walla Community College,1,Walla Walla Campus,4534,0,0,0,,,0,,,0,0,1,1,0
2006,236887,Walla Walla Community College,2,Clarkston Center,4534,0,0,0,,,0,,,0,0,0,0,0
2006,236896,Walla Walla University,1,Main Campus,1876,0,0,0,,,0,,,0,0,2,0,0
2006,236939,Washington State University,1,Pullman Campus,23655,0,0,7,,,0,,,0,1,31,3,4
2006,236939,Washington State University,2,Vancouver Campus,23655,0,0,0,,,0,,,0,0,0,1,0
2006,236939,Washington State University,3,Spokane Campus,23655,0,0,0,,,0,,,0,0,5,3,0
2006,236939,Washington State University,4,Tri Cities,23655,0,0,0,,,0,,,0,0,0,0,0
2006,236975,Wenatchee Valley College,1,Main Campus,3146,0,0,1,,,0,,,0,1,13,0,0
2006,237011,Western Washington University,1,Bellingham Campus,14035,0,0,0,,,0,,,0,0,36,3,0
2006,237039,Whatcom Community College,1,Main Campus,3658,0,0,0,,,0,,,0,0,3,0,0
2006,237057,Whitman College,1,Whitman College,1455,0,0,2,,,0,,,0,2,0,0,0
2006,237066,Whitworth University,1,Main Campus,2504,0,0,0,,,0,,,0,0,6,0,0
2006,237109,Yakima Valley College,1,Main Campus,4308,0,0,0,,,0,,,0,1,1,9,0
2007,245883,Antioch University-Seattle,1,Main Campus,916,0,0,0,,,0,,,0,0,0,0,0
2007,235547,Bastyr University,1,Main Campus,1103,0,0,0,,,0,,,0,0,0,1,0
2007,235671,Bates Technical College,1,Downtown Campus,5463,0,0,0,,,0,,,0,2,0,0,0
2007,235671,Bates Technical College,2,South Campus,5463,0,0,0,,,0,,,0,0,0,3,0
2007,235671,Bates Technical College,3,Central Campus,5463,0,0,0,,,0,,,0,0,0,0,0
2007,234669,Bellevue College,1,Main Campus,12305,0,0,1,,,0,,,0,0,2,5,0
2007,234696,Bellingham Technical College,1,Main Campus,2896,0,0,0,,,0,,,0,0,2,0,0
2007,234711,Big Bend Community College,1,Main Campus,1893,0,0,0,,,0,,,0,0,2,0,0
2007,236018,BJ's Beauty & Barber College,1,BJ's Beauty & Barber College,63,0,0,0,,,0,,,0,0,0,0,0
2007,439190,Cascadia College,1,Main Campus,2093,0,0,0,,,0,,,0,0,0,1,0
2007,234827,Central Washington University,1,Central Washington University,10505,0,0,3,,,1,,,0,0,23,7,2
2007,234845,Centralia College,1,Centralia College,3652,0,0,0,,,0,,,0,0,2,0,0
2007,234845,Centralia College,2,Centralia College - East Campus,3652,0,0,0,,,0,,,0,0,0,0,0
2007,102845,Charter College,1,Charter College-Anchorage,516,0,0,0,,,0,,,1,0,0,0,0
2007,234915,City University of Seattle,2,Everett,3566,0,0,0,,,0,,,0,0,0,0,0
2007,234915,City University of Seattle,4,Renton,3566,0,0,0,,,0,,,0,0,1,0,0
2007,234915,City University of Seattle,6,Tacoma,3566,0,0,0,,,0,,,0,0,0,1,0
2007,234915,City University of Seattle,8,Vancouver,3566,0,0,0,,,0,,,0,0,0,0,0
2007,234915,City University of Seattle,10,Vancouver- B.C.,3566,0,0,0,,,0,,,0,0,0,0,0
2007,234915,City University of Seattle,11,Victoria- B.C.,3566,0,0,0,,,0,,,0,0,0,0,0
2007,234915,City University of Seattle,12,Calgary- AB,3566,0,0,0,,,0,,,0,0,0,0,0
2007,234915,City University of Seattle,13,Edmonton- AB,3566,0,0,0,,,0,,,0,0,0,0,0
2007,234933,Clark College,1,Main Campus,9705,0,0,0,,,0,,,0,0,3,4,3
2007,234951,Clover Park Technical College,1,Lakewood Campus,9829,0,0,0,,,0,,,0,0,7,3,0
2007,234979,Columbia Basin College,1,Columbia Basin College,6393,0,0,1,,,0,,,0,0,1,0,0
2007,177065,Columbia College,26,Columbia College @ Marysville,12954,0,0,0,,,0,,,0,0,0,0,0
2007,177065,Columbia College,29,Columbia College @ NAS Whidbey Island,12954,0,0,0,,,0,,,0,0,0,0,0
2007,235024,Cornish College of the Arts,1,Cornish College of the Arts,776,0,0,0,,,0,,,0,0,0,0,0
2007,443410,DigiPen Institute of Technology,1,DigiPen,873,0,0,0,,,0,,,0,0,0,0,0
2007,235088,Divers Institute of Technology,1,DIVERS INSTITUTE OF TECHNOLOGY,223,0,0,0,,,0,,,0,0,0,0,0
2007,235097,Eastern Washington University,1,EWU Main Campus,10686,0,0,1,,,0,,,0,1,21,3,0
2007,235103,Edmonds College,1,Main Campus,8435,0,0,0,,,0,,,0,0,5,4,0
2007,235149,Everett Community College,1,Everett Community College,7674,0,0,0,,,0,,,0,0,2,4,0
2007,446260,Evergreen Beauty and Barber College-Everett,1,Main Campus,78,0,0,0,,,0,,,0,0,0,0,0
2007,443049,Faith International University,1,Main Campus,275,0,0,0,,,0,,,0,0,0,0,0
2007,235307,Glen Dow Academy of Hair Design,1,Main Campus,114,0,0,0,,,0,,,0,0,0,0,0
2007,235316,Gonzaga University,1,Main Campus,6873,0,0,2,,,0,,,0,0,20,11,2
2007,235316,Gonzaga University,2,Gonzaga-In-Florence,6873,0,0,0,,,0,,,0,0,0,0,0
2007,235334,Grays Harbor College,1,Main Campus,2050,0,0,0,,,0,,,0,0,2,0,0
2007,235334,Grays Harbor College,2,Riverview Education Center,2050,0,0,0,,,0,,,0,0,1,0,0
2007,235334,Grays Harbor College,3,Columbia Education Center,2050,0,0,0,,,0,,,0,0,0,0,0
2007,235343,Green River College,1,Main Campus,6919,0,0,0,,,0,,,0,1,10,5,0
2007,235422,Heritage University,1,Heritage University Main Campus,1198,0,0,0,,,0,,,0,0,1,1,0
2007,235583,Highlights Beauty Schools,1,Main Campus,265,0,0,0,,,0,,,0,0,0,0,0
2007,407708,Highlights Beauty Schools,1,Branch Campus,302,0,0,0,,,0,,,0,0,0,1,0
2007,235431,Highline College,1,Highline College,5859,0,0,0,,,0,,,0,5,0,6,0
2007,235501,International Air and Hospitality Academy,1,Main Campus,320,0,0,0,,,0,,,0,0,0,0,0
2007,235699,Lake Washington Institute of Technology,1,Kirkland Campus,3996,0,0,0,,,0,,,0,1,0,0,0
2007,235750,Lower Columbia College,1,Lower Columbia College,3348,0,0,0,,,0,,,0,0,2,2,0
2007,236072,North Seattle College,1,Main Campus,5856,0,0,0,,,0,,,1,0,16,0,0
2007,377546,Northwest College of Art & Design,1,Main,99,0,0,0,,,0,,,0,0,2,0,0
2007,434362,Northwest HVAC/R Training Center,1,Northwest HVAC/R Association & Training Center,41,0,0,0,,,0,,,0,0,0,0,0
2007,380377,Northwest Indian College,1,Lummi Campus,584,0,0,0,,,0,,,0,2,0,0,0
2007,236133,Northwest University,1,Northwest University,1259,0,0,0,,,0,,,0,0,0,0,0
2007,236188,Olympic College,1,Bremerton Campus,6623,0,0,0,,,0,,,0,0,0,0,0
2007,236230,Pacific Lutheran University,1,Main Campus,3661,0,0,2,,,0,,,0,0,15,6,0
2007,178721,Park University,11,Fairchild AFB,13259,0,0,0,,,0,,,0,0,0,0,0
2007,235158,Paroba College of Cosmetology,1,Paroba College of Cosmetology,138,0,0,0,,,0,,,0,0,0,0,0
2007,234924,Paul Mitchell the School-Richland,1,Paul Mitchell the School Richland,75,0,0,0,,,0,,,0,0,0,0,0
2007,236258,Peninsula College,1,Main Campus,3180,0,0,0,,,0,,,0,0,0,0,0
2007,236258,Peninsula College,2,Forks Branch,3180,0,0,0,,,0,,,0,0,0,0,0
2007,236258,Peninsula College,3,Port Townsend Branch,3180,0,0,0,,,0,,,0,0,0,0,0
2007,236212,Perry Technical Institute,1,Perry Technical Institute,442,0,0,0,,,0,,,0,0,0,4,0
2007,235237,Pierce College District,1,Pierce College Fort Steilacoom,7504,0,0,0,,,0,,,0,0,2,2,0
2007,449074,Pima Medical Institute-Renton,1,Renton Campus,290,0,0,0,,,0,,,0,0,0,1,0
2007,368629,Pima Medical Institute-Seattle,1,Seattle Campus,357,0,0,0,,,0,,,0,0,0,2,0
2007,236382,Renton Technical College,1,Renton Technical College,4915,0,0,0,,,0,,,1,0,0,10,0
2007,236452,Saint Martin's University,1,Saint Martin's University Lacey Campus,1605,0,0,0,,,0,,,0,0,10,2,0
2007,236513,Seattle Central College,1,Seattle Central College,6810,0,0,0,,,0,,,0,4,1,1,0
2007,439914,Seattle Institute of East Asian Medicine,1,Main Campus,36,0,0,0,,,0,,,0,0,0,0,0
2007,236577,Seattle Pacific University,1,Main Campus,3842,0,0,0,,,0,,,1,0,8,2,0
2007,236595,Seattle University,1,Main Campus,7529,0,0,2,,,0,,,0,0,5,11,0
2007,236610,Shoreline Community College,1,Shoreline Community College,5581,0,0,0,,,0,,,0,0,3,0,1
2007,236638,Skagit Valley College,1,Mount Vernon Campus,5727,0,0,0,,,0,,,0,0,0,1,0
2007,236638,Skagit Valley College,2,Whidbey Island Campus,5727,0,0,0,,,0,,,0,0,0,0,0
2007,236638,Skagit Valley College,4,San Juan Center,5727,0,0,0,,,0,,,0,0,0,0,0
2007,236656,South Puget Sound Community College,1,Main Campus,4947,0,0,0,,,0,,,1,0,4,0,0
2007,236504,South Seattle College,1,South Seattle College,6664,0,0,0,,,0,,,0,0,1,1,0
2007,236504,South Seattle College,2,Georgetown Campus,6664,0,0,0,,,0,,,0,0,0,0,0
2007,236692,Spokane Community College,1,Main Campus,6961,0,0,1,,,0,,,0,0,1,13,0
2007,236708,Spokane Falls Community College,1,Main Campus,9623,0,0,0,,,0,,,0,0,1,4,0
2007,236708,Spokane Falls Community College,5,SFCC Pullman Campus,9623,0,0,0,,,0,,,0,0,0,0,0
2007,236744,Stylemaster College of Hair Design,1,Main Campus,26,0,0,0,,,0,,,0,0,0,0,0
2007,236753,Tacoma Community College,1,Tacoma Community College,5811,0,0,0,,,0,,,0,1,0,8,0
2007,235167,The Evergreen State College,1,Main Campus,4586,0,0,1,,,0,,,0,0,16,2,0
2007,441131,The Seattle School of Theology & Psychology,1,The Seattle School of Theology & Psychology Main Campus,323,0,0,0,,,0,,,0,0,0,0,0
2007,235352,Toni & Guy Hairdressing Academy-Shoreline,1,Evergreen Beauty College - Shoreline,67,0,0,0,,,0,,,0,0,0,0,0
2007,236328,University of Puget Sound,1,Main Campus,2772,0,0,1,,,0,,,0,0,14,8,0
2007,377555,University of Washington-Bothell Campus,1,Bothell Campus,1878,0,0,0,,,0,,,0,0,0,1,0
2007,236948,University of Washington-Seattle Campus,1,Main Campus,40218,1,0,0,,,0,,,3,7,70,33,3
2007,377564,University of Washington-Tacoma Campus,1,Tacoma Campus,2653,0,0,0,,,0,,,2,0,4,2,1
2007,451626,Victoria's Academy of Cosmetology,1,Victoria's Academy of Cosmetology,,0,0,0,,,0,,,0,0,1,0,0
2007,236887,Walla Walla Community College,1,Walla Walla Campus,4600,0,0,0,,,0,,,0,0,2,0,0
2007,236887,Walla Walla Community College,2,Clarkston Center,4600,0,0,0,,,0,,,0,0,0,0,0
2007,236896,Walla Walla University,1,Main Campus,1829,0,0,0,,,0,,,0,0,16,2,0
2007,236939,Washington State University,1,Pullman Campus,24396,0,0,4,,,0,,,1,0,30,1,0
2007,236939,Washington State University,2,Vancouver Campus,24396,0,0,0,,,0,,,0,0,3,1,0
2007,236939,Washington State University,3,Spokane Campus,24396,0,0,0,,,0,,,0,0,2,0,0
2007,236939,Washington State University,4,Tri Cities,24396,0,0,0,,,0,,,0,0,0,0,0
2007,236975,Wenatchee Valley College,1,Main Campus,3150,0,0,0,,,0,,,0,0,8,0,0
2007,237011,Western Washington University,1,Bellingham Campus,14276,0,0,1,,,0,,,0,0,11,5,1
2007,237039,Whatcom Community College,1,Main Campus,4127,0,0,0,,,0,,,0,1,2,0,0
2007,237057,Whitman College,1,Whitman College,1489,0,0,3,,,0,,,0,0,2,1,1
2007,237066,Whitworth University,1,Main Campus,2607,0,0,0,,,0,,,0,0,19,2,0
2007,237109,Yakima Valley College,1,Main Campus,4354,0,0,0,,,0,,,0,4,3,11,1
2008,245883,Antioch University-Seattle,1,Main Campus,854,0,0,0,,,0,,,0,0,0,0,0
2008,235547,Bastyr University,1,Main Campus,988,0,0,0,,,0,,,0,0,0,1,0
2008,235671,Bates Technical College,1,Downtown Campus,5875,0,0,0,,,0,,,0,0,0,0,0
2008,235671,Bates Technical College,2,South Campus,5875,0,0,0,,,0,,,0,0,1,0,0
2008,235671,Bates Technical College,3,Central Campus,5875,0,0,0,,,0,,,0,0,0,0,0
2008,234669,Bellevue College,1,Main Campus,13035,0,0,0,,,0,,,1,0,11,5,0
2008,234696,Bellingham Technical College,1,Main Campus,2948,0,0,0,,,0,,,0,0,2,0,0
2008,234711,Big Bend Community College,1,Main Campus,1882,0,0,0,,,0,,,0,0,2,0,0
2008,236018,BJ's Beauty & Barber College,1,BJ's Beauty & Barber College,67,0,0,0,,,0,,,0,0,0,0,0
2008,439190,Cascadia College,1,Main Campus,2420,0,0,0,,,0,,,0,0,1,1,0
2008,234827,Central Washington University,1,Central Washington University,10662,0,0,2,,,0,,,0,0,44,2,0
2008,234845,Centralia College,1,Centralia College,3816,0,0,0,,,0,,,0,0,1,0,0
2008,234845,Centralia College,2,Centralia College - East Campus,3816,0,0,0,,,0,,,0,0,0,0,0
2008,102845,Charter College,1,Charter College-Anchorage,747,0,0,0,,,0,,,0,0,1,0,0
2008,234915,City University of Seattle,2,Everett,3184,0,0,0,,,0,,,0,0,0,0,0
2008,234915,City University of Seattle,4,Renton,3184,0,0,0,,,0,,,0,0,0,0,0
2008,234915,City University of Seattle,6,Tacoma,3184,0,0,0,,,0,,,0,0,0,0,0
2008,234915,City University of Seattle,8,Vancouver,3184,0,0,0,,,0,,,0,0,0,0,0
2008,234915,City University of Seattle,10,Vancouver- B.C.,3184,0,0,0,,,0,,,0,0,0,0,0
2008,234915,City University of Seattle,11,Victoria- B.C.,3184,0,0,0,,,0,,,0,0,0,0,0
2008,234915,City University of Seattle,12,Calgary- AB,3184,0,0,0,,,0,,,0,0,0,0,0
2008,234915,City University of Seattle,13,Edmonton- AB,3184,0,0,0,,,0,,,0,0,0,0,0
2008,234933,Clark College,1,Main Campus,10608,0,0,0,,,0,,,1,1,1,4,0
2008,234951,Clover Park Technical College,1,Lakewood Campus,6235,0,0,0,,,0,,,0,0,15,6,1
2008,234979,Columbia Basin College,1,Columbia Basin College,6856,0,0,0,,,0,,,0,0,0,0,0
2008,177065,Columbia College,26,Columbia College @ Marysville,14081,0,0,0,,,0,,,0,0,0,0,0
2008,177065,Columbia College,29,Columbia College @ NAS Whidbey Island,14081,0,0,0,,,0,,,0,0,0,0,0
2008,235024,Cornish College of the Arts,1,Cornish College of the Arts,815,0,0,0,,,0,,,0,0,1,0,0
2008,443410,DigiPen Institute of Technology,1,DigiPen,915,0,0,0,,,0,,,0,0,0,0,0
2008,235088,Divers Institute of Technology,1,DIVERS INSTITUTE OF TECHNOLOGY,116,0,0,0,,,0,,,0,0,0,0,0
2008,235097,Eastern Washington University,1,EWU Main Campus,10809,0,0,1,,,0,,,0,0,12,0,0
2008,235103,Edmonds College,1,Main Campus,8989,0,0,0,,,0,,,0,2,6,3,0
2008,426314,Embry-Riddle Aeronautical University-Worldwide,30,Everett,15225,0,0,0,,,0,,,0,0,0,0,0
2008,426314,Embry-Riddle Aeronautical University-Worldwide,111,Seattle,15225,0,0,0,,,0,,,0,0,0,0,0
2008,426314,Embry-Riddle Aeronautical University-Worldwide,119,Spokane,15225,0,0,0,,,0,,,0,0,0,0,0
2008,426314,Embry-Riddle Aeronautical University-Worldwide,121,Tacoma,15225,0,0,0,,,0,,,0,0,0,0,0
2008,426314,Embry-Riddle Aeronautical University-Worldwide,131,Whidbey Island,15225,0,0,0,,,0,,,0,0,0,0,0
2008,235149,Everett Community College,1,Everett Community College,8067,0,0,0,,,0,,,0,0,3,8,0
2008,446260,Evergreen Beauty and Barber College-Everett,1,Main Campus,91,0,0,0,,,0,,,0,0,0,0,0
2008,443049,Faith International University,1,Main Campus,192,0,0,0,,,0,,,0,0,1,0,0
2008,235307,Glen Dow Academy of Hair Design,1,Main Campus,161,0,0,0,,,0,,,0,0,0,0,0
2008,235316,Gonzaga University,1,Main Campus,7272,0,0,3,,,0,,,2,0,28,11,0
2008,235316,Gonzaga University,2,Gonzaga-In-Florence,7272,0,0,0,,,0,,,0,0,0,0,0
2008,235334,Grays Harbor College,1,Main Campus,2330,0,0,0,,,0,,,0,0,6,0,0
2008,235334,Grays Harbor College,2,Riverview Education Center,2330,0,0,0,,,0,,,0,0,0,0,0
2008,235334,Grays Harbor College,3,Columbia Education Center,2330,0,0,0,,,0,,,0,0,0,0,0
2008,235343,Green River College,1,Main Campus,7337,0,0,0,,,0,,,1,0,10,6,0
2008,235422,Heritage University,1,Heritage University Main Campus,1087,0,0,0,,,0,,,0,0,1,1,0
2008,235583,Highlights Beauty Schools,1,Main Campus,360,0,0,0,,,0,,,0,0,0,0,0
2008,407708,Highlights Beauty Schools,1,Branch Campus,393,0,0,0,,,0,,,0,0,0,1,0
2008,235431,Highline College,1,Highline College,6165,0,0,1,,,0,,,1,1,1,8,1
2008,235501,International Air and Hospitality Academy,1,Main Campus,297,0,0,0,,,0,,,0,0,0,0,0
2008,235699,Lake Washington Institute of Technology,1,Kirkland Campus,4478,0,0,0,,,0,,,0,0,3,0,0
2008,235750,Lower Columbia College,1,Lower Columbia College,4245,0,0,0,,,0,,,0,0,1,1,1
2008,236072,North Seattle College,1,Main Campus,6243,0,0,0,,,0,,,0,0,1,1,0
2008,377546,Northwest College of Art & Design,1,Main,78,0,0,0,,,0,,,0,0,0,0,0
2008,434362,Northwest HVAC/R Training Center,1,Northwest HVAC/R Association & Training Center,55,0,0,0,,,0,,,0,0,0,0,0
2008,380377,Northwest Indian College,1,Lummi Campus,554,0,0,0,,,0,,,0,0,1,0,0
2008,236133,Northwest University,1,Northwest University,1246,0,0,0,,,0,,,0,1,0,0,0
2008,236188,Olympic College,1,Bremerton Campus,7152,0,0,0,,,0,,,0,0,0,0,0
2008,236230,Pacific Lutheran University,1,Main Campus,3652,0,0,0,,,0,,,0,0,12,2,0
2008,178721,Park University,11,Fairchild AFB,12457,0,0,0,,,0,,,0,0,0,0,0
2008,235158,Paroba College of Cosmetology,1,Paroba College of Cosmetology,87,0,0,0,,,0,,,0,0,0,0,0
2008,234924,Paul Mitchell the School-Richland,1,Paul Mitchell the School Richland,51,0,0,0,,,0,,,0,0,0,0,0
2008,236258,Peninsula College,1,Main Campus,3776,0,0,0,,,0,,,0,0,0,0,0
2008,236258,Peninsula College,2,Forks Branch,3776,0,0,0,,,0,,,0,0,0,0,0
2008,236258,Peninsula College,3,Port Townsend Branch,3776,0,0,0,,,0,,,0,0,0,0,0
2008,236212,Perry Technical Institute,1,Perry Technical Institute,449,0,0,0,,,0,,,0,0,0,0,0
2008,235237,Pierce College District,1,Pierce College Fort Steilacoom,7854,0,0,0,,,0,,,0,0,0,2,0
2008,449074,Pima Medical Institute-Renton,1,Renton Campus,443,0,0,0,,,0,,,0,0,0,2,0
2008,368629,Pima Medical Institute-Seattle,1,Seattle Campus,457,0,0,0,,,0,,,0,0,0,2,0
2008,236382,Renton Technical College,1,Renton Technical College,4879,0,0,0,,,0,,,0,0,0,4,0
2008,236452,Saint Martin's University,1,Saint Martin's University Lacey Campus,1659,0,0,3,,,0,,,0,0,5,1,0
2008,236513,Seattle Central College,1,Seattle Central College,7311,0,0,0,,,0,,,0,0,2,3,0
2008,439914,Seattle Institute of East Asian Medicine,1,Main Campus,31,0,0,0,,,0,,,0,0,0,0,0
2008,236577,Seattle Pacific University,1,Main Campus,3891,0,0,0,,,0,,,0,0,5,1,0
2008,236595,Seattle University,1,Main Campus,7560,0,0,0,,,0,,,2,0,7,2,0
2008,236610,Shoreline Community College,1,Shoreline Community College,6001,0,0,0,,,0,,,0,0,1,0,0
2008,236638,Skagit Valley College,1,Mount Vernon Campus,5797,0,0,0,,,0,,,0,2,9,1,0
2008,236638,Skagit Valley College,2,Whidbey Island Campus,5797,0,0,0,,,0,,,0,0,0,0,0
2008,236638,Skagit Valley College,4,San Juan Center,5797,0,0,0,,,0,,,0,0,0,0,0
2008,236656,South Puget Sound Community College,1,Main Campus,5424,0,0,0,,,0,,,0,0,1,0,0
2008,236504,South Seattle College,1,South Seattle College,7095,0,0,0,,,0,,,2,0,0,1,0
2008,236504,South Seattle College,2,Georgetown Campus,7095,0,0,0,,,0,,,0,0,0,0,0
2008,236692,Spokane Community College,1,Main Campus,7092,0,0,1,,,0,,,0,0,1,3,0
2008,236708,Spokane Falls Community College,1,Main Campus,9823,0,0,0,,,0,,,0,0,1,5,0
2008,236708,Spokane Falls Community College,5,SFCC Pullman Campus,9823,0,0,0,,,0,,,0,0,0,0,0
2008,236744,Stylemaster College of Hair Design,1,Main Campus,54,0,0,0,,,0,,,0,0,0,0,0
2008,236753,Tacoma Community College,1,Tacoma Community College,6318,0,0,0,,,0,,,1,0,1,3,0
2008,235167,The Evergreen State College,1,Main Campus,4696,0,0,4,,,0,,,0,0,27,4,1
2008,441131,The Seattle School of Theology & Psychology,1,The Seattle School of Theology & Psychology Main Campus,276,0,0,0,,,0,,,0,0,0,0,0
2008,235352,Toni & Guy Hairdressing Academy-Shoreline,1,Evergreen Beauty College - Shoreline,38,0,0,0,,,0,,,0,0,0,0,0
2008,236328,University of Puget Sound,1,Main Campus,2844,0,0,1,,,0,,,0,0,13,12,0
2008,377555,University of Washington-Bothell Campus,1,Bothell Campus,2291,0,0,0,,,0,,,0,0,1,1,0
2008,236948,University of Washington-Seattle Campus,1,Main Campus,39675,0,0,2,,,0,,,6,1,75,19,0
2008,377564,University of Washington-Tacoma Campus,1,Tacoma Campus,2967,0,0,0,,,0,,,0,2,1,3,0
2008,451626,Victoria's Academy of Cosmetology,1,Victoria's Academy of Cosmetology,55,0,0,0,,,0,,,0,0,0,0,0
2008,236887,Walla Walla Community College,1,Walla Walla Campus,4910,0,0,0,,,0,,,0,0,0,0,0
2008,236887,Walla Walla Community College,2,Clarkston Center,4910,0,0,0,,,0,,,0,0,0,0,0
2008,236896,Walla Walla University,1,Main Campus,1800,0,0,0,,,0,,,0,0,2,0,0
2008,236939,Washington State University,1,Pullman Campus,25352,0,0,3,,,0,,,0,1,27,1,7
2008,236939,Washington State University,2,Vancouver Campus,25352,0,0,0,,,0,,,0,0,0,2,0
2008,236939,Washington State University,3,Spokane Campus,25352,0,0,0,,,0,,,0,0,1,0,0
2008,236939,Washington State University,4,Tri Cities,25352,0,0,0,,,0,,,0,0,0,0,0
2008,236975,Wenatchee Valley College,1,Main Campus,3504,0,0,0,,,0,,,0,0,3,1,0
2008,237011,Western Washington University,1,Bellingham Campus,14620,0,0,0,,,0,,,1,0,21,3,0
2008,237039,Whatcom Community College,1,Main Campus,4429,0,0,0,,,0,,,0,0,4,1,0
2008,237057,Whitman College,1,Whitman College,1458,0,0,6,,,0,,,0,2,1,0,0
2008,237066,Whitworth University,1,Main Campus,2704,0,0,0,,,0,,,0,0,21,4,0
2008,237109,Yakima Valley College,1,Main Campus,4388,0,0,0,,,0,,,0,2,1,2,0
2009,245883,Antioch University-Seattle,1,Main Campus,996,0,0,0,,,0,,,0,0,0,0,0
2009,235547,Bastyr University,1,Main Campus,917,0,0,0,,,0,,,0,0,0,1,0
2009,235671,Bates Technical College,1,Downtown Campus,5458,0,0,0,,,0,,,0,0,1,0,0
2009,235671,Bates Technical College,2,South Campus,5458,0,0,0,,,0,,,0,0,1,1,0
2009,235671,Bates Technical College,3,Central Campus,5458,0,0,0,,,0,,,0,0,0,0,0
2009,234669,Bellevue College,1,Main Campus,14010,0,0,0,,,0,,,1,1,2,6,0
2009,234696,Bellingham Technical College,1,Main Campus,2864,0,0,0,,,0,,,0,0,0,0,0
2009,234711,Big Bend Community College,1,Main Campus,2169,0,0,0,,,0,,,0,0,0,1,0
2009,236018,BJ's Beauty & Barber College,1,BJ's Beauty & Barber College,84,0,0,0,,,0,,,0,0,0,0,0
2009,439190,Cascadia College,1,Main Campus,2727,0,0,0,,,0,,,0,0,2,0,0
2009,234827,Central Washington University,1,Central Washington University,11357,0,0,1,,,0,,,0,0,18,4,0
2009,234827,Central Washington University,2,CWU-Yakima,11357,0,0,0,,,0,,,0,0,0,0,0
2009,234827,Central Washington University,3,CWU-Pierce,11357,0,0,0,,,0,,,0,0,0,0,0
2009,234827,Central Washington University,4,CWU-Lynnwood,11357,0,0,0,,,0,,,0,0,0,0,0
2009,234827,Central Washington University,7,CWU-Des Moines,11357,0,0,0,,,0,,,0,0,0,0,0
2009,234827,Central Washington University,8,CWU-Moses Lake,11357,0,0,0,,,0,,,0,0,0,0,0
2009,234827,Central Washington University,9,CWU-Wenatchee,11357,0,0,0,,,0,,,0,0,0,0,0
2009,234845,Centralia College,1,Centralia College,3574,0,0,0,,,0,,,0,0,2,0,0
2009,234845,Centralia College,2,Centralia College - East Campus,3574,0,0,0,,,0,,,0,0,0,0,0
2009,102845,Charter College,1,Charter College-Anchorage,1132,0,0,0,,,0,,,0,0,0,0,0
2009,102845,Charter College,2,Charter College - Wasilla,1132,0,0,0,,,0,,,0,0,0,0,0
2009,102845,Charter College,3,Charter College-Pasco,1132,0,0,0,,,0,,,0,0,0,0,0
2009,234915,City University of Seattle,2,Everett,3204,0,0,0,,,0,,,1,0,0,0,0
2009,234915,City University of Seattle,4,Renton,3204,0,0,0,,,0,,,2,0,0,0,0
2009,234915,City University of Seattle,6,Tacoma,3204,0,0,0,,,0,,,0,0,0,0,0
2009,234915,City University of Seattle,8,Vancouver,3204,0,0,0,,,0,,,0,0,0,0,0
2009,234915,City University of Seattle,10,Vancouver- B.C.,3204,0,0,0,,,0,,,0,0,0,0,0
2009,234915,City University of Seattle,11,Victoria- B.C.,3204,0,0,0,,,0,,,0,0,0,0,0
2009,234915,City University of Seattle,12,Calgary- AB,3204,0,0,0,,,0,,,0,0,0,0,0
2009,234915,City University of Seattle,13,Edmonton- AB,3204,0,0,0,,,0,,,0,0,0,0,0
2009,234933,Clark College,1,Main Campus,12989,0,0,0,,,0,,,0,0,0,10,0
2009,234951,Clover Park Technical College,1,Lakewood Campus,6573,0,0,0,,,0,,,0,1,6,2,0
2009,234979,Columbia Basin College,1,Columbia Basin College,6978,0,0,0,,,0,,,0,0,0,0,0
2009,177065,Columbia College,26,Columbia College @ Marysville,15556,0,0,0,,,0,,,0,0,0,0,0
2009,177065,Columbia College,29,Columbia College @ NAS Whidbey Island,15556,0,0,0,,,0,,,0,0,0,0,0
2009,235024,Cornish College of the Arts,1,Cornish College of the Arts,794,0,0,0,,,0,,,0,0,2,0,0
