Survey year,Unitid,Institution name,Campus ID, Campus Name,Institution Size,Illegal weapons possession,Drug law violations,Liquor law violations
2019,237011,Western Washington University,3,WWU at Bremerton Center at Olympic College,16142,0,0,0
2019,237039,Whatcom Community College,1,Main Campus,4152,0,0,0
2019,237057,Whitman College,1,Whitman College,1579,0,27,161
2019,237066,Whitworth University,1,Main Campus,2814,0,1,4
2019,237109,Yakima Valley College,1,Main Campus,4650,0,2,0
2020,235547,Bastyr University,1,Main Campus,904,0,0,0
2020,234669,Bellevue College,1,Main Campus,12286,1,6,12
2020,234711,Big Bend Community College,1,Main Campus,1892,0,0,0
2020,234827,Central Washington University,1,Central Washington University,11174,0,2,43
2020,234845,Centralia College,1,Centralia College,2314,0,1,1
2020,234915,City University of Seattle,17,Seattle - Main,2052,0,0,0
2020,234979,Columbia Basin College,1,Columbia Basin College,6745,0,1,9
2020,235024,Cornish College of the Arts,1,Cornish College of the Arts,482,0,0,0
2020,235097,Eastern Washington University,1,EWU Main Campus,12349,0,15,21
2020,235103,Edmonds College,1,Main Campus,6545,0,0,0
2020,235149,Everett Community College,1,Everett Community College,7580,0,0,0
2020,230889,Goddard College,2,Port Townsend,366,0,0,0
2020,235316,Gonzaga University,1,Main Campus,7295,0,72,375
2020,235316,Gonzaga University,2,Gonzaga-In-Florence,7295,0,0,0
2020,235343,Green River College,1,Main Campus,7493,0,10,8
2020,235431,Highline College,1,Highline College,5829,0,0,0
2020,235501,International Air and Hospitality Academy,1,Main Campus,107,0,0,0
2020,235750,Lower Columbia College,1,Lower Columbia College,2325,0,0,0
2020,380377,Northwest Indian College,1,Lummi Campus,555,0,0,0
2020,236133,Northwest University,1,Northwest University,1184,0,1,2
2020,487603,Northwest University-College of Adult and Professional Studies,1,Main Campus,1215,0,1,2
2020,236188,Olympic College,1,Bremerton Campus,5357,0,0,0
2020,236230,Pacific Lutheran University,1,Main Campus,2907,0,14,13
2020,235237,Pierce College District,1,Pierce College Fort Steilacoom,8329,0,0,0
2020,236452,Saint Martin's University,1,Saint Martin's University Lacey Campus,1638,0,8,16
2020,236513,Seattle Central College,1,Seattle Central College,5763,0,0,0
2020,236577,Seattle Pacific University,1,Main Campus,3601,0,11,21
2020,236595,Seattle University,1,Main Campus,7050,0,38,74
2020,236610,Shoreline Community College,1,Shoreline Community College,5382,0,3,7
2020,236638,Skagit Valley College,1,Mount Vernon Campus,4227,0,1,21
2020,235167,The Evergreen State College,1,Main Campus,2281,0,6,2
2020,236328,University of Puget Sound,1,Main Campus,2130,0,13,15
2020,377555,University of Washington-Bothell Campus,1,Bothell Campus,6304,0,0,10
2020,236948,University of Washington-Seattle Campus,1,Main Campus,48149,0,48,221
2020,377564,University of Washington-Tacoma Campus,1,Tacoma Campus,5364,0,0,1
2020,236896,Walla Walla University,1,Main Campus,1737,0,0,3
2020,236896,Walla Walla University,4,Rosario,1737,0,0,0
2020,236896,Walla Walla University,6,Portland,1737,0,0,0
2020,236939,Washington State University,1,Pullman Campus,31159,0,98,108
2020,236939,Washington State University,4,Tri Cities,31159,0,0,0
2020,236975,Wenatchee Valley College,1,Main Campus,3090,0,0,0
2020,237011,Western Washington University,1,Bellingham Campus,15197,1,102,104
2020,237011,Western Washington University,2,WWU at Shannon Point Marine Center,15197,0,0,0
2020,237039,Whatcom Community College,1,Main Campus,2719,0,0,0
2020,237057,Whitman College,1,Whitman College,1360,0,23,62
2020,237066,Whitworth University,1,Main Campus,2756,0,0,0
2020,237109,Yakima Valley College,1,Main Campus,3954,0,0,3
2020,237109,Yakima Valley College,2,Grand View Campus,3954,0,0,0
