Survey year,Unitid,Institution name,Campus ID, Campus Name,Institution Size,Illegal weapons possession,Drug law violations,Liquor law violations
2011,236610,Shoreline Community College,1,Shoreline Community College,6115,0,0,0
2011,236638,Skagit Valley College,1,Mount Vernon Campus,5136,0,0,0
2011,236656,South Puget Sound Community College,1,Main Campus,5201,0,0,0
2011,236504,South Seattle College,1,South Seattle College,5439,0,0,0
2011,236504,South Seattle College,2,Georgetown Campus,5439,0,0,0
2011,236692,Spokane Community College,1,Main Campus,6825,0,0,0
2011,236708,Spokane Falls Community College,1,Main Campus,8722,0,0,0
2011,236753,Tacoma Community College,1,Tacoma Community College,7501,0,0,0
2011,235167,The Evergreen State College,1,Main Campus,4794,0,0,0
2011,377555,University of Washington-Bothell Campus,1,Bothell Campus,3759,0,0,0
2011,236948,University of Washington-Seattle Campus,1,Main Campus,42444,0,0,0
2011,377564,University of Washington-Tacoma Campus,1,Tacoma Campus,3657,0,0,0
2011,236896,Walla Walla University,1,Main Campus,1831,0,0,0
2011,236939,Washington State University,1,Pullman Campus,27329,0,0,1
2011,236939,Washington State University,4,Tri Cities,27329,0,0,0
2011,236975,Wenatchee Valley College,1,Main Campus,3885,0,0,0
2011,237011,Western Washington University,1,Bellingham Campus,14842,0,0,0
2011,237057,Whitman College,1,Whitman College,1596,0,0,0
2011,237066,Whitworth University,1,Main Campus,2506,0,0,0
2011,237109,Yakima Valley College,1,Main Campus,4232,0,0,0
2012,245883,Antioch University-Seattle,1,Main Campus,887,0,0,0
2012,235547,Bastyr University,1,Main Campus,1028,0,0,0
2012,234669,Bellevue College,1,Main Campus,13484,0,0,0
2012,234696,Bellingham Technical College,1,Main Campus,2434,0,0,0
2012,234711,Big Bend Community College,1,Main Campus,1840,0,0,0
2012,234827,Central Washington University,1,Central Washington University,11268,0,0,0
2012,234845,Centralia College,1,Centralia College,3334,0,0,0
2012,234933,Clark College,1,Main Campus,12314,0,0,0
2012,234933,Clark College,2,Columbia Tech Center,12314,0,0,0
2012,235024,Cornish College of the Arts,1,Cornish College of the Arts,791,0,0,0
2012,235097,Eastern Washington University,1,EWU Main Campus,12587,0,1,5
2012,235103,Edmonds College,1,Main Campus,9537,0,0,0
2012,235149,Everett Community College,1,Everett Community College,6980,0,0,0
2012,235316,Gonzaga University,1,Main Campus,7781,0,0,0
2012,235422,Heritage University,1,Heritage University Main Campus,1150,0,0,0
2012,235431,Highline College,1,Highline College,6837,0,0,0
2012,235750,Lower Columbia College,1,Lower Columbia College,3199,0,0,0
2012,236133,Northwest University,1,Northwest University,1612,0,0,0
2012,236230,Pacific Lutheran University,1,Main Campus,3473,0,0,1
2012,236258,Peninsula College,1,Main Campus,2542,0,0,0
2012,236452,Saint Martin's University,1,Saint Martin's University Lacey Campus,1823,0,0,0
2012,236513,Seattle Central College,1,Seattle Central College,7068,0,0,0
2012,236513,Seattle Central College,3,Seattle Central Wood Technology Center,7068,0,0,0
2012,236577,Seattle Pacific University,1,Main Campus,4095,0,0,8
2012,236595,Seattle University,1,Main Campus,7484,0,0,0
2012,236610,Shoreline Community College,1,Shoreline Community College,6013,0,0,0
2012,236638,Skagit Valley College,1,Mount Vernon Campus,4834,0,0,0
2012,236656,South Puget Sound Community College,1,Main Campus,4955,0,0,0
2012,236504,South Seattle College,1,South Seattle College,4998,0,0,0
2012,236692,Spokane Community College,1,Main Campus,6961,0,0,0
2012,236708,Spokane Falls Community College,1,Main Campus,8527,0,0,0
2012,236753,Tacoma Community College,1,Tacoma Community College,7400,0,0,0
2012,377555,University of Washington-Bothell Campus,1,Bothell Campus,4172,0,0,0
2012,236948,University of Washington-Seattle Campus,1,Main Campus,43485,0,0,37
2012,377564,University of Washington-Tacoma Campus,1,Tacoma Campus,3919,0,0,0
2012,236896,Walla Walla University,1,Main Campus,1940,0,0,0
2012,236939,Washington State University,1,Pullman Campus,27679,2,1,0
2012,236939,Washington State University,4,Tri Cities,27679,0,0,0
2012,236975,Wenatchee Valley College,1,Main Campus,3668,0,0,0
2012,237011,Western Washington University,1,Bellingham Campus,14833,0,0,0
2012,237039,Whatcom Community College,1,Main Campus,4552,0,0,0
2012,237057,Whitman College,1,Whitman College,1539,0,0,8
2012,237066,Whitworth University,1,Main Campus,2571,0,0,0
2012,237109,Yakima Valley College,1,Main Campus,4302,0,0,0
2012,237109,Yakima Valley College,2,Grand View Campus,4302,0,0,0
2013,245883,Antioch University-Seattle,1,Main Campus,884,0,0,0
2013,235547,Bastyr University,1,Main Campus,1115,0,0,0
2013,234696,Bellingham Technical College,1,Main Campus,2258,0,0,0
2013,234827,Central Washington University,1,Central Washington University,11287,0,5,0
2013,234845,Centralia College,1,Centralia College,3453,0,0,0
2013,235024,Cornish College of the Arts,1,Cornish College of the Arts,778,0,0,0
2013,235088,Divers Institute of Technology,1,DIVERS INSTITUTE OF TECHNOLOGY,234,0,0,0
2013,235097,Eastern Washington University,1,EWU Main Campus,12791,0,0,12
2013,235103,Edmonds College,1,Main Campus,9070,0,0,0
2013,235149,Everett Community College,1,Everett Community College,7154,0,0,0
2013,235149,Everett Community College,3,Aviation Campus,7154,0,0,0
2013,446260,Evergreen Beauty and Barber College-Everett,1,Main Campus,128,0,0,0
2013,235316,Gonzaga University,1,Main Campus,7605,0,0,0
2013,235343,Green River College,1,Main Campus,7801,0,0,0
2013,235422,Heritage University,1,Heritage University Main Campus,1128,0,0,0
2013,235431,Highline College,1,Highline College,6612,0,0,0
2013,235750,Lower Columbia College,1,Lower Columbia College,3152,0,0,0
2013,380377,Northwest Indian College,1,Lummi Campus,681,0,0,0
2013,236133,Northwest University,1,Northwest University,1733,0,0,0
2013,236230,Pacific Lutheran University,1,Main Campus,3462,0,0,0
2013,236382,Renton Technical College,1,Renton Technical College,3338,0,0,0
2013,236452,Saint Martin's University,1,Saint Martin's University Lacey Campus,1787,0,0,0
2013,236513,Seattle Central College,1,Seattle Central College,7110,0,0,0
2013,236513,Seattle Central College,3,Seattle Central Wood Technology Center,7110,0,0,0
2013,236577,Seattle Pacific University,1,Main Campus,4270,0,0,0
2013,236595,Seattle University,1,Main Campus,7422,0,0,0
2013,236610,Shoreline Community College,1,Shoreline Community College,5937,0,0,0
2013,236638,Skagit Valley College,1,Mount Vernon Campus,4790,0,0,0
2013,236638,Skagit Valley College,2,Whidbey Island Campus,4790,0,0,0
2013,236656,South Puget Sound Community College,1,Main Campus,4938,0,0,0
2013,236504,South Seattle College,1,South Seattle College,4951,0,1,0
2013,236692,Spokane Community College,1,Main Campus,6731,0,0,0
2013,236708,Spokane Falls Community College,1,Main Campus,8855,0,0,0
2013,236753,Tacoma Community College,1,Tacoma Community College,7146,0,0,0
2013,377555,University of Washington-Bothell Campus,1,Bothell Campus,4604,0,0,0
2013,236948,University of Washington-Seattle Campus,1,Main Campus,43762,0,0,0
2013,377564,University of Washington-Tacoma Campus,1,Tacoma Campus,4295,0,0,0
2013,236896,Walla Walla University,1,Main Campus,1917,0,0,0
2013,236939,Washington State University,1,Pullman Campus,27642,0,0,0
2013,236939,Washington State University,4,Tri Cities,27642,0,0,0
2013,237011,Western Washington University,1,Bellingham Campus,14950,0,0,0
2013,237039,Whatcom Community College,1,Main Campus,4427,0,0,0
2013,237057,Whitman College,1,Whitman College,1541,0,0,0
2013,237109,Yakima Valley College,2,Grand View Campus,4105,0,0,0
2014,235547,Bastyr University,1,Main Campus,1202,0,0,0
2014,234669,Bellevue College,1,Main Campus,13469,0,0,0
2014,234669,Bellevue College,2,North Campus,13469,0,0,0
2014,234696,Bellingham Technical College,1,Main Campus,2301,0,0,0
2014,234827,Central Washington University,1,Central Washington University,11799,0,0,0
2014,234845,Centralia College,1,Centralia College,3317,0,0,0
2014,443410,DigiPen Institute of Technology,1,DigiPen,1018,0,1,1
2014,235088,Divers Institute of Technology,1,DIVERS INSTITUTE OF TECHNOLOGY,232,0,0,0
2014,235097,Eastern Washington University,1,EWU Main Campus,13453,0,0,0
2014,235103,Edmonds College,1,Main Campus,8993,0,0,0
2014,235149,Everett Community College,1,Everett Community College,7516,0,0,0
2014,458131,Gary Manuel Aveda Institute,1,Main Campus,323,0,0,0
2014,235316,Gonzaga University,1,Main Campus,7352,0,0,0
2014,235343,Green River College,1,Main Campus,7915,0,0,0
2014,235422,Heritage University,1,Heritage University Main Campus,1241,0,0,0
2014,235431,Highline College,1,Highline College,6443,0,0,0
2014,147369,Moody Bible Institute,2,Spokane,3967,0,3,0
2014,380377,Northwest Indian College,1,Lummi Campus,637,0,0,0
2014,458140,Northwest School of Wooden Boat Building,1,Main Campus,61,0,0,0
2014,236230,Pacific Lutheran University,1,Main Campus,3242,0,0,1
2014,236258,Peninsula College,1,Main Campus,2342,0,0,0
2014,236258,Peninsula College,2,Forks Branch,2342,0,0,0
2014,236258,Peninsula College,3,Port Townsend Branch,2342,0,0,0
2014,236258,Peninsula College,4,North Olympic Peninsula Skills Center,2342,0,0,0
2014,235237,Pierce College District,1,Pierce College Fort Steilacoom,5927,0,0,0
2014,236382,Renton Technical College,1,Renton Technical College,3359,0,0,0
2014,236513,Seattle Central College,1,Seattle Central College,6773,0,0,0
2014,236513,Seattle Central College,2,Seattle Maritime Academy,6773,0,0,0
2014,236513,Seattle Central College,3,Seattle Central Wood Technology Center,6773,0,0,0
2014,236577,Seattle Pacific University,1,Main Campus,4217,0,0,1
2014,236610,Shoreline Community College,1,Shoreline Community College,6015,0,0,0
2014,236656,South Puget Sound Community College,1,Main Campus,4881,0,0,0
2014,236504,South Seattle College,1,South Seattle College,5535,0,0,0
2014,236504,South Seattle College,2,Georgetown Campus,5535,0,0,0
2014,236692,Spokane Community College,1,Main Campus,9974,0,0,0
2014,236708,Spokane Falls Community College,1,Main Campus,5970,0,0,0
2014,236753,Tacoma Community College,1,Tacoma Community College,7189,0,0,0
2014,235167,The Evergreen State College,1,Main Campus,4219,0,3,0
2014,377555,University of Washington-Bothell Campus,1,Bothell Campus,4962,0,2,0
2014,236948,University of Washington-Seattle Campus,1,Main Campus,44784,0,0,0
2014,377564,University of Washington-Tacoma Campus,1,Tacoma Campus,4477,0,0,0
2014,236939,Washington State University,1,Pullman Campus,28686,0,0,0
2014,236939,Washington State University,4,Tri Cities,28686,0,0,0
2014,237011,Western Washington University,1,Bellingham Campus,15060,0,0,0
2014,237039,Whatcom Community College,1,Main Campus,4176,0,0,0
2014,237057,Whitman College,1,Whitman College,1498,0,0,2
2014,237109,Yakima Valley College,1,Main Campus,3950,0,0,0
2014,237109,Yakima Valley College,2,Grand View Campus,3950,0,0,0
2015,235547,Bastyr University,1,Main Campus,1264,0,0,0
2015,234669,Bellevue College,1,Main Campus,13398,0,0,0
2015,234696,Bellingham Technical College,1,Main Campus,2403,0,0,0
2015,234827,Central Washington University,1,Central Washington University,11993,0,0,0
2015,234845,Centralia College,1,Centralia College,3260,0,0,0
2015,102845,Charter College,7,Charter College - Fife,1945,0,0,0
2015,443410,DigiPen Institute of Technology,1,DigiPen,1076,0,0,0
2015,235088,Divers Institute of Technology,1,DIVERS INSTITUTE OF TECHNOLOGY,233,0,0,0
2015,235097,Eastern Washington University,1,EWU Main Campus,12361,0,4,4
2015,235103,Edmonds College,1,Main Campus,8571,0,0,0
2015,235149,Everett Community College,1,Everett Community College,7505,0,0,0
2015,235316,Gonzaga University,1,Main Campus,7491,0,0,0
2015,235343,Green River College,1,Main Campus,8153,0,0,0
2015,235431,Highline College,1,Highline College,6560,0,0,0
2015,147369,Moody Bible Institute,2,Spokane,3922,0,0,0
2015,380377,Northwest Indian College,1,Lummi Campus,641,0,0,0
2015,236133,Northwest University,1,Northwest University,1236,0,0,0
2015,487603,Northwest University-College of Adult and Professional Studies,1,Main Campus,813,0,0,0
2015,236188,Olympic College,1,Bremerton Campus,7177,0,0,0
2015,236230,Pacific Lutheran University,1,Main Campus,3170,0,0,0
2015,236258,Peninsula College,1,Main Campus,2271,0,0,0
2015,236258,Peninsula College,3,Port Townsend Branch,2271,0,0,0
2015,235237,Pierce College District,1,Pierce College Fort Steilacoom,5559,0,0,0
2015,236382,Renton Technical College,1,Renton Technical College,3961,0,0,0
2015,236513,Seattle Central College,1,Seattle Central College,6574,0,0,0
2015,236513,Seattle Central College,2,Seattle Maritime Academy,6574,0,0,0
2015,236513,Seattle Central College,3,Seattle Central Wood Technology Center,6574,0,0,0
2015,236577,Seattle Pacific University,1,Main Campus,4204,0,0,0
2015,236595,Seattle University,1,Main Campus,7405,0,0,0
2015,236610,Shoreline Community College,1,Shoreline Community College,5751,0,0,0
2015,236504,South Seattle College,1,South Seattle College,6076,0,0,0
2015,236504,South Seattle College,2,Georgetown Campus,6076,0,0,0
2015,236692,Spokane Community College,1,Main Campus,10218,0,0,0
2015,236708,Spokane Falls Community College,1,Main Campus,5909,0,0,0
2015,236753,Tacoma Community College,1,Tacoma Community College,7202,0,0,1
2015,377555,University of Washington-Bothell Campus,1,Bothell Campus,5277,0,0,2
2015,236948,University of Washington-Seattle Campus,1,Main Campus,45408,0,0,0
2015,377564,University of Washington-Tacoma Campus,1,Tacoma Campus,4599,0,0,0
2015,236939,Washington State University,1,Pullman Campus,29686,0,0,0
2015,236939,Washington State University,4,Tri Cities,29686,0,0,0
2015,237011,Western Washington University,1,Bellingham Campus,15332,0,0,0
2015,237039,Whatcom Community College,1,Main Campus,4391,0,0,0
2015,237057,Whitman College,1,Whitman College,1470,0,3,4
2015,237066,Whitworth University,1,Main Campus,2650,0,0,0
2015,237109,Yakima Valley College,1,Main Campus,3960,0,0,0
2015,237109,Yakima Valley College,2,Grand View Campus,3960,0,0,0
2016,177834,A T Still University of Health Sciences,7,HealthPoint Campus,3569,0,0,0
2016,482185,Academy of Interactive Entertainment,1,Seattle Campus,129,0,0,0
2016,235547,Bastyr University,1,Main Campus,1247,0,0,0
2016,234696,Bellingham Technical College,1,Main Campus,2426,0,0,0
2016,234711,Big Bend Community College,1,Main Campus,2193,0,0,0
2016,234827,Central Washington University,1,Central Washington University,11971,0,0,0
2016,102845,Charter College,1,Charter College-Anchorage,2676,0,0,0
2016,102845,Charter College,2,Charter College - Wasilla,2676,0,0,0
2016,102845,Charter College,3,Charter College-Pasco,2676,0,0,0
2016,102845,Charter College,4,Charter College - Oxnard,2676,0,0,0
2016,102845,Charter College,6,Charter College-Vancouver,2676,0,0,0
2016,102845,Charter College,7,Charter College - Fife,2676,0,0,0
2016,102845,Charter College,8,Charter College-Lacey,2676,0,0,0
2016,102845,Charter College,9,Charter College-E Wenatchee,2676,0,0,0
2016,102845,Charter College,10,Charter College-Canyon Country,2676,0,0,0
2016,102845,Charter College,11,Charter College-Lancaster,2676,0,0,0
2016,102845,Charter College,12,Charter College - Yakima,2676,0,0,0
2016,234933,Clark College,1,Main Campus,10318,0,0,0
2016,235024,Cornish College of the Arts,1,Cornish College of the Arts,674,0,0,0
2016,443410,DigiPen Institute of Technology,1,DigiPen,1062,0,1,0
2016,235088,Divers Institute of Technology,1,DIVERS INSTITUTE OF TECHNOLOGY,259,0,0,0
2016,235097,Eastern Washington University,1,EWU Main Campus,12279,0,3,2
2016,235103,Edmonds College,1,Main Campus,8348,0,0,0
2016,235149,Everett Community College,1,Everett Community College,7619,0,0,0
2016,235316,Gonzaga University,1,Main Campus,7567,0,0,1
2016,235334,Grays Harbor College,1,Main Campus,1973,0,0,0
2016,235343,Green River College,1,Main Campus,8050,0,0,0
2016,235422,Heritage University,1,Heritage University Main Campus,1124,0,0,0
2016,235431,Highline College,1,Highline College,6750,0,0,0
2016,235501,International Air and Hospitality Academy,1,Main Campus,85,0,0,0
2016,147369,Moody Bible Institute,2,Spokane,3601,0,1,0
2016,236133,Northwest University,1,Northwest University,1226,0,0,0
2016,236230,Pacific Lutheran University,1,Main Campus,3070,0,3,9
2016,455406,Pacific Northwest University of Health Sciences,1,Main campus,568,0,0,0
2016,235237,Pierce College District,1,Pierce College Fort Steilacoom,6068,0,0,0
2016,368629,Pima Medical Institute-Seattle,1,Seattle Campus,607,0,0,0
2016,236382,Renton Technical College,1,Renton Technical College,3587,0,0,0
2016,236513,Seattle Central College,1,Seattle Central College,6705,0,0,0
2016,236513,Seattle Central College,2,Seattle Maritime Academy,6705,0,0,0
2016,236513,Seattle Central College,3,Seattle Central Wood Technology Center,6705,0,0,0
2016,236513,Seattle Central College,4,Seattle Vocational Institute,6705,0,0,0
2016,236577,Seattle Pacific University,1,Main Campus,4061,0,0,0
2016,236610,Shoreline Community College,1,Shoreline Community College,5805,0,0,0
2016,236638,Skagit Valley College,1,Mount Vernon Campus,5086,0,0,0
2016,236504,South Seattle College,1,South Seattle College,6346,0,0,0
2016,236504,South Seattle College,2,Georgetown Campus,6346,0,0,0
2016,236692,Spokane Community College,1,Main Campus,10100,0,0,0
2016,236708,Spokane Falls Community College,1,Main Campus,5639,0,0,0
2016,236753,Tacoma Community College,1,Tacoma Community College,6699,0,0,0
2016,377555,University of Washington-Bothell Campus,1,Bothell Campus,5734,0,0,0
2016,236948,University of Washington-Seattle Campus,1,Main Campus,45591,0,0,0
2016,236887,Walla Walla Community College,1,Walla Walla Campus,4327,0,0,0
2016,236887,Walla Walla Community College,2,Clarkston Center,4327,0,0,0
2016,236896,Walla Walla University,1,Main Campus,1894,0,0,0
2016,236939,Washington State University,1,Pullman Campus,30142,0,0,0
2016,236939,Washington State University,3,Spokane Campus,30142,0,0,0
2016,236939,Washington State University,4,Tri Cities,30142,0,0,0
2016,237011,Western Washington University,1,Bellingham Campus,15574,0,0,0
2016,237057,Whitman College,1,Whitman College,1493,0,6,1
2017,177834,A T Still University of Health Sciences,7,HealthPoint Campus,3723,0,0,0
2017,234669,Bellevue College,1,Main Campus,13322,0,0,0
2017,234669,Bellevue College,2,North Campus,13322,0,0,0
2017,234696,Bellingham Technical College,1,Main Campus,2392,0,0,0
2017,234711,Big Bend Community College,1,Main Campus,1975,0,0,0
2017,234827,Central Washington University,1,Central Washington University,12901,0,0,0
2017,102845,Charter College,1,Charter College-Anchorage,2664,0,0,0
2017,102845,Charter College,2,Charter College - Wasilla,2664,0,0,0
2017,102845,Charter College,3,Charter College-Pasco,2664,0,0,0
2017,102845,Charter College,4,Charter College - Oxnard,2664,0,0,0
2017,102845,Charter College,6,Charter College-Vancouver,2664,0,0,0
2017,102845,Charter College,7,Charter College - Fife,2664,0,0,0
2017,102845,Charter College,8,Charter College-Lacey,2664,0,0,0
2017,102845,Charter College,9,Charter College-E Wenatchee,2664,0,0,0
2017,102845,Charter College,10,Charter College-Canyon Country,2664,0,0,0
2017,102845,Charter College,11,Charter College-Lancaster,2664,0,0,0
2017,102845,Charter College,12,Charter College - Yakima,2664,0,0,0
2017,102845,Charter College,13,Charter College - Billings,2664,0,0,0
2017,102845,Charter College,14,Charter College - Missoula,2664,0,0,0
2017,102845,Charter College,15,Charter College - Charter Institute Farmington,2664,0,0,0
2017,443410,DigiPen Institute of Technology,1,DigiPen,1102,0,0,0
2017,235088,Divers Institute of Technology,1,DIVERS INSTITUTE OF TECHNOLOGY,242,0,0,0
2017,235097,Eastern Washington University,1,EWU Main Campus,12607,0,0,0
2017,235103,Edmonds College,1,Main Campus,8100,0,0,0
2017,235316,Gonzaga University,1,Main Campus,7506,0,0,0
2017,235334,Grays Harbor College,1,Main Campus,1971,0,0,0
2017,235343,Green River College,1,Main Campus,8048,0,0,0
2017,235422,Heritage University,1,Heritage University Main Campus,1044,0,0,0
2017,235431,Highline College,1,Highline College,6824,0,0,0
2017,235501,International Air and Hospitality Academy,1,Main Campus,126,0,0,0
2017,147369,Moody Bible Institute,2,Spokane,3442,0,0,0
2017,380377,Northwest Indian College,1,Lummi Campus,544,0,0,0
2017,236133,Northwest University,1,Northwest University,1250,0,0,0
2017,487603,Northwest University-College of Adult and Professional Studies,1,Main Campus,1116,0,0,0
2017,236230,Pacific Lutheran University,1,Main Campus,3122,0,4,0
2017,455406,Pacific Northwest University of Health Sciences,1,Main campus,573,0,0,0
2017,236258,Peninsula College,1,Main Campus,2094,0,0,0
2017,235237,Pierce College District,1,Pierce College Fort Steilacoom,6048,0,0,0
2017,449074,Pima Medical Institute-Renton,1,Renton Campus,688,0,0,0
2017,368629,Pima Medical Institute-Seattle,1,Seattle Campus,630,0,0,0
2017,236382,Renton Technical College,1,Renton Technical College,3763,0,0,0
2017,236513,Seattle Central College,1,Seattle Central College,6928,0,0,0
2017,236513,Seattle Central College,4,Seattle Vocational Institute,6928,0,0,0
2017,236513,Seattle Central College,5,Health Education Center,6928,0,0,0
2017,236577,Seattle Pacific University,1,Main Campus,3783,0,0,0
2017,236610,Shoreline Community College,1,Shoreline Community College,6128,0,0,0
2017,236504,South Seattle College,1,South Seattle College,6716,0,0,0
2017,236692,Spokane Community College,1,Main Campus,10014,0,0,0
2017,236708,Spokane Falls Community College,1,Main Campus,5589,0,0,0
2017,236753,Tacoma Community College,1,Tacoma Community College,6496,0,0,0
2017,236328,University of Puget Sound,1,Main Campus,2701,0,0,0
2017,377555,University of Washington-Bothell Campus,1,Bothell Campus,5981,0,0,0
2017,236948,University of Washington-Seattle Campus,1,Main Campus,46166,0,0,27
2017,236887,Walla Walla Community College,1,Walla Walla Campus,4253,0,0,0
2017,236887,Walla Walla Community College,2,Clarkston Center,4253,0,0,0
2017,236896,Walla Walla University,1,Main Campus,1825,0,0,0
2017,236939,Washington State University,1,Pullman Campus,30614,0,0,2
2017,236939,Washington State University,3,Spokane Campus,30614,0,0,0
2017,236939,Washington State University,4,Tri Cities,30614,0,0,0
2017,236975,Wenatchee Valley College,1,Main Campus,3556,0,0,0
2017,237011,Western Washington University,1,Bellingham Campus,15915,0,0,0
2017,237057,Whitman College,1,Whitman College,1510,0,0,0
2017,237109,Yakima Valley College,1,Main Campus,4007,0,0,0
2018,177834,A T Still University of Health Sciences,7,HealthPoint Campus,3717,0,0,0
2018,234696,Bellingham Technical College,1,Main Campus,2316,0,0,0
2018,234711,Big Bend Community College,1,Main Campus,2044,0,0,0
2018,234827,Central Washington University,1,Central Washington University,12342,0,0,0
2018,234845,Centralia College,1,Centralia College,3167,0,0,0
2018,234845,Centralia College,2,Centralia College - East Campus,3167,0,0,0
2018,102845,Charter College,1,Charter College-Anchorage,2853,0,0,0
2018,102845,Charter College,3,Charter College-Pasco,2853,0,0,0
2018,102845,Charter College,4,Charter College - Oxnard,2853,0,0,0
2018,102845,Charter College,7,Charter College - Fife,2853,0,0,0
2018,102845,Charter College,8,Charter College-Lacey,2853,0,0,0
2018,102845,Charter College,9,Charter College-E Wenatchee,2853,0,0,0
2018,102845,Charter College,10,Charter College-Canyon Country,2853,0,0,0
2018,102845,Charter College,11,Charter College-Lancaster,2853,0,0,0
2018,102845,Charter College,12,Charter College - Yakima,2853,0,0,0
2018,102845,Charter College,13,Charter College - Billings,2853,0,0,0
2018,102845,Charter College,14,Charter College - Missoula,2853,0,0,0
2018,102845,Charter College,15,Charter College - Charter Institute Farmington,2853,0,0,0
2018,234933,Clark College,1,Main Campus,9878,0,0,0
2018,234979,Columbia Basin College,1,Columbia Basin College,7034,0,0,3
2018,443410,DigiPen Institute of Technology,1,DigiPen,970,0,0,0
2018,235097,Eastern Washington University,1,EWU Main Campus,12633,0,0,0
2018,235103,Edmonds College,1,Main Campus,8041,0,0,0
2018,235149,Everett Community College,1,Everett Community College,7957,0,0,0
2018,235316,Gonzaga University,1,Main Campus,7563,0,0,0
2018,235334,Grays Harbor College,1,Main Campus,1868,0,0,0
2018,235343,Green River College,1,Main Campus,8471,0,0,0
2018,235422,Heritage University,1,Heritage University Main Campus,980,0,0,0
2018,235431,Highline College,1,Highline College,6530,0,0,0
2018,235750,Lower Columbia College,1,Lower Columbia College,2819,0,0,0
2018,380377,Northwest Indian College,1,Lummi Campus,535,0,0,0
2018,236133,Northwest University,1,Northwest University,1321,0,0,0
2018,487603,Northwest University-College of Adult and Professional Studies,1,Main Campus,1155,0,0,0
2018,236230,Pacific Lutheran University,1,Main Campus,3207,0,6,3
2018,455406,Pacific Northwest University of Health Sciences,1,Main campus,570,0,0,0
2018,236258,Peninsula College,1,Main Campus,2052,0,0,0
2018,235237,Pierce College District,1,Pierce College Fort Steilacoom,6067,0,0,0
2018,449074,Pima Medical Institute-Renton,1,Renton Campus,497,0,0,0
2018,368629,Pima Medical Institute-Seattle,1,Seattle Campus,468,0,0,0
2018,236382,Renton Technical College,1,Renton Technical College,3546,0,0,0
2018,236513,Seattle Central College,1,Seattle Central College,6802,0,0,0
2018,236577,Seattle Pacific University,1,Main Campus,3688,0,0,0
2018,236610,Shoreline Community College,1,Shoreline Community College,5949,0,0,0
2018,236504,South Seattle College,1,South Seattle College,6177,0,0,0
2018,236504,South Seattle College,2,Georgetown Campus,6177,0,0,0
2018,236692,Spokane Community College,1,Main Campus,10375,0,0,0
2018,236708,Spokane Falls Community College,1,Main Campus,5184,0,1,0
2018,236753,Tacoma Community College,1,Tacoma Community College,6242,0,0,0
2018,235167,The Evergreen State College,1,Main Campus,3327,0,1,0
2018,377555,University of Washington-Bothell Campus,1,Bothell Campus,5970,0,0,0
2018,236948,University of Washington-Seattle Campus,1,Main Campus,47400,0,4,87
2018,236887,Walla Walla Community College,1,Walla Walla Campus,3860,0,0,0
2018,236887,Walla Walla Community College,2,Clarkston Center,3860,0,0,0
2018,236896,Walla Walla University,1,Main Campus,1854,0,0,0
2018,236939,Washington State University,1,Pullman Campus,31478,0,0,0
2018,236939,Washington State University,3,Spokane Campus,31478,1,0,0
2018,236939,Washington State University,4,Tri Cities,31478,0,0,0
2018,237011,Western Washington University,1,Bellingham Campus,16121,0,0,0
2018,237011,Western Washington University,2,WWU at Shannon Point Marine Center,16121,0,0,0
2018,237057,Whitman College,1,Whitman College,1475,1,0,0
2019,177834,A T Still University of Health Sciences,7,HealthPoint Campus,3857,0,0,0
2019,482185,Academy of Interactive Entertainment,1,Seattle Campus,163,0,0,0
2019,234669,Bellevue College,1,Main Campus,12563,0,0,0
2019,234669,Bellevue College,2,North Campus,12563,0,0,0
2019,234696,Bellingham Technical College,1,Main Campus,2325,0,0,0
2019,236018,BJ's Beauty & Barber College,1,BJ's Beauty & Barber College,65,0,0,0
2019,234827,Central Washington University,1,Central Washington University,11658,0,0,0
2019,234845,Centralia College,1,Centralia College,3077,0,0,1
2019,234845,Centralia College,2,Centralia College - East Campus,3077,0,0,0
2019,102845,Charter College,1,Charter College-Anchorage,2474,0,0,0
2019,234933,Clark College,1,Main Campus,9233,0,0,0
2019,443410,DigiPen Institute of Technology,1,DigiPen,1174,0,0,0
2019,235097,Eastern Washington University,1,EWU Main Campus,12410,0,0,5
2019,235103,Edmonds College,1,Main Campus,7877,0,0,0
2019,458131,Gary Manuel Aveda Institute,1,Main Campus,83,0,0,0
2019,235316,Gonzaga University,1,Main Campus,7537,0,0,0
2019,235316,Gonzaga University,2,Gonzaga-In-Florence,7537,0,0,0
2019,235334,Grays Harbor College,2,Riverview Education Center,1853,0,0,0
2019,235334,Grays Harbor College,3,Columbia Education Center,1853,0,0,0
2019,235343,Green River College,1,Main Campus,8435,0,0,0
2019,235422,Heritage University,1,Heritage University Main Campus,971,0,0,0
2019,235431,Highline College,1,Highline College,6310,0,0,0
2019,235750,Lower Columbia College,1,Lower Columbia College,2703,0,0,0
2019,147369,Moody Bible Institute,2,Spokane,3009,0,0,2
2019,236133,Northwest University,1,Northwest University,1339,0,0,0
2019,487603,Northwest University-College of Adult and Professional Studies,1,Main Campus,1130,0,0,0
2019,236188,Olympic College,1,Bremerton Campus,6278,0,0,0
2019,236230,Pacific Lutheran University,1,Main Campus,3062,0,0,0
2019,455406,Pacific Northwest University of Health Sciences,1,Main campus,576,0,0,0
2019,236212,Perry Technical Institute,1,Perry Technical Institute,954,0,0,0
2019,235237,Pierce College District,1,Pierce College Fort Steilacoom,6195,0,0,0
